,numepolice,annee_reference,n_sinistre,montantsinistre
56041,507741,2015,20156627,618.409611730576
56044,809972,2012,20156628,549.347823064512
56045,70932,2014,20156629,1087.91910574208
56047,317944,2009,20156630,151.685955380681
56048,387421,2016,20156631,5707.43139999942
56048.1,387421,2016,20156632,3979.3385447032
56049,497409,2015,20156633,312.669074419888
56057,343298,2010,20156634,449.71683900696
56065,994729,2008,20156635,1429.75545360368
56067,532553,2010,20156636,685.534350008329
56067.1,532553,2010,20156637,1252.50427037738
56070,511023,2011,20156638,142.455545305643
56070.1,511023,2011,20156639,4357.55561196621
56071,875406,2016,20156640,2955.98849313929
56073,37653,2013,20156641,1262.53318116915
56074,651770,2008,20156642,124.069839365374
56074.1,651770,2008,20156643,1323.87604906795
56075,85344,2010,20156644,665.078094368486
56082,719538,2013,20156645,182.310160002907
56083,195357,2013,20156646,3814.68305149345
56086,567967,2011,20156647,6809.52856912407
56086.1,567967,2011,20156648,24800.9130675223
56087,27669,2008,20156649,21502.2407850103
56087.1,27669,2008,20156650,3483.45119743281
56092,225576,2010,20156651,2661.64612289876
56092.1,225576,2010,20156652,347.732079113543
56094,249842,2017,20156653,42.5284326419285
56097,701862,2008,20156654,1.10110787598767
56099,814794,2008,20156655,1221.41664019825
56101,609521,2017,20156656,9359.22181561299
56101.1,609521,2017,20156657,2896.26786630852
56106,512593,2008,20156658,1501.06813500765
56106.1,512593,2008,20156659,7620.33421440661
56110,421492,2014,20156660,339.295971209669
56111,873889,2015,20156661,2601.51964225882
56113,337691,2011,20156662,2279.46037491722
56118,562888,2011,20156663,3621.72322029528
56119,258760,2008,20156664,86.2371853255646
56121,262583,2014,20156665,3324.94597633302
56124,544496,2012,20156666,518.992383529917
56126,648561,2013,20156667,14076.5203177745
56126.1,648561,2013,20156668,10128.7359667997
56128,723860,2017,20156669,346.6143922301
56129,264487,2014,20156670,3796.20488030513
56129.1,264487,2014,20156671,4364.01986584992
56130,268554,2016,20156672,575.33906995625
56130.1,268554,2016,20156673,4564.49047216076
56131,41651,2017,20156674,4013.8605558978
56131.1,41651,2017,20156675,4223.72236829981
56134,809849,2013,20156676,466.830666974414
56135,262890,2017,20156677,619.803222345184
56139,702760,2010,20156678,258.701844247757
56142,21629,2013,20156679,884.028060141859
56142.1,21629,2013,20156680,6592.71124839019
56148,279854,2017,20156681,210.015653748489
56149,865365,2011,20156682,794.659801710011
56149.1,865365,2011,20156683,1289.00534205564
56154,269762,2017,20156684,2492.82550765489
56156,925899,2014,20156685,401.471519804509
56157,290842,2008,20156686,692.970868051753
56159,724397,2015,20156687,13385.5157806296
56159.1,724397,2015,20156688,2891.74522928819
56160,242164,2010,20156689,3552.31687057335
56161,98706,2008,20156690,639.438127676594
56163,779310,2011,20156691,20069.4141883749
56163.1,779310,2011,20156692,61315.5428832837
56169,863145,2016,20156693,1054.93410842986
56172,466488,2017,20156694,150.553889312496
56175,89053,2013,20156695,583.636751636833
56178,197072,2010,20156696,3478.28052562677
56178.1,197072,2010,20156697,20386.1417955547
56178.2,197072,2010,20156698,23985.3728208768
56181,476030,2008,20156699,10439.3167589352
56181.1,476030,2008,20156700,654.096569915528
56183,365658,2008,20156701,331.663895802401
56184,381491,2015,20156702,204.207823217767
56184.1,381491,2015,20156703,2567.75295016933
56186,138696,2014,20156704,2275.16477550285
56187,688568,2011,20156705,8012.10178287748
56187.1,688568,2011,20156706,2837.59924813037
56188,744371,2014,20156707,8486.06370855213
56188.1,744371,2014,20156708,3701.91665405137
56191,131416,2014,20156709,1061.12528613183
56197,730527,2011,20156710,444.821432843949
56199,712203,2008,20156711,138.47771191313
56202,324953,2017,20156712,11681.3607081735
56203,608061,2011,20156713,7.47083225161627
56203.1,608061,2011,20156714,1495.81553018372
56204,126548,2012,20156715,4096.16835274768
56209,814628,2014,20156716,44.42866657585
56210,286994,2014,20156717,2881.04777986234
56210.1,286994,2014,20156718,3886.43856460148
56211,316127,2008,20156719,18.6847363474941
56213,168855,2014,20156720,1479.187263559
56216,629822,2008,20156721,1122.6674305392
56216.1,629822,2008,20156722,2555.93438437936
56217,559420,2013,20156723,425.848083976309
56220,19804,2010,20156724,1732.95838726935
56221,481714,2015,20156725,273.640941958858
56221.1,481714,2015,20156726,5037.38626102205
56221.2,481714,2015,20156727,2292.49425436561
56223,918514,2014,20156728,3524.90947249122
56223.1,918514,2014,20156729,18937.3931097991
56225,65073,2009,20156730,3763.12311573463
56225.1,65073,2009,20156731,11482.0444523851
56228,593069,2008,20156732,425.57334245108
56229,348318,2012,20156733,1496.83859064709
56230,642581,2010,20156734,89.1899554052402
56235,72029,2009,20156735,1293.12955453444
56235.1,72029,2009,20156736,2540.29263351003
56237,745181,2014,20156737,307.824833731564
56239,135127,2012,20156738,10597.2828449225
56239.1,135127,2012,20156739,38777.8566915274
56239.2,135127,2012,20156740,10417.194199413
56239.3,135127,2012,20156741,23228.8888352196
56242,755504,2014,20156742,1906.67595780761
56242.1,755504,2014,20156743,2335.49958485906
56244,185225,2013,20156744,365.166645639652
56249,549740,2011,20156745,1189.16750094135
56249.1,549740,2011,20156746,1285.71110617264
56251,294417,2013,20156747,53.1111918968856
56253,968980,2012,20156748,386.841034534032
56254,770728,2016,20156749,288.771632656756
56256,277595,2014,20156750,14132.2602994444
56256.1,277595,2014,20156751,2753.11817033444
56256.2,277595,2014,20156752,36527.8089525374
56262,927962,2008,20156753,8020.54006114375
56262.1,927962,2008,20156754,704.13712773415
56263,257996,2010,20156755,296.195706444191
56267,501483,2009,20156756,273.645479835816
56269,87974,2016,20156757,1782.34815908916
56269.1,87974,2016,20156758,2669.31804140074
56270,270888,2015,20156759,11262.5387491711
56275,663913,2015,20156760,3365.56215494231
56277,894188,2009,20156761,4486.17210919525
56278,992693,2012,20156762,3.66120508098701
56281,483513,2017,20156763,27201.3164886084
56281.1,483513,2017,20156764,16855.1505492316
56281.2,483513,2017,20156765,693.913709553079
56282,19509,2009,20156766,1425.43735420517
56283,440502,2015,20156767,10908.8522191048
56283.1,440502,2015,20156768,2967.47624196658
56284,284608,2010,20156769,20827.1118771004
56285,311991,2012,20156770,3947.50686126779
56285.1,311991,2012,20156771,4358.78599273818
56287,784777,2010,20156772,1645.71573966022
56288,306798,2012,20156773,321.051596764334
56292,140264,2008,20156774,89.2815597594444
56294,856826,2008,20156775,7671.6741693676
56296,491187,2014,20156776,16.804272822732
56299,728626,2010,20156777,3615.16512580046
56299.1,728626,2010,20156778,3506.21338932389
56303,746952,2011,20156779,1485.08504812911
56305,377091,2011,20156780,594.123042923326
56306,415926,2010,20156781,3171.34786979048
56306.1,415926,2010,20156782,2151.40101393736
56308,453405,2009,20156783,188.078020028467
56308.1,453405,2009,20156784,231.398547065915
56308.2,453405,2009,20156785,1179.54948535543
56309,301467,2009,20156786,871.884597151745
56311,42129,2015,20156787,261.814851936464
56314,141757,2017,20156788,540.446451260307
56316,962117,2008,20156789,2046.99059725193
56317,664029,2011,20156790,42793.2801330243
56317.1,664029,2011,20156791,97573.1078084739
56317.2,664029,2011,20156792,36231.4648472122
56322,425476,2011,20156793,1687.62380966175
56324,715735,2011,20156794,174.977060047652
56325,920925,2017,20156795,147.678932521641
56327,789311,2015,20156796,3890.34071464099
56327.1,789311,2015,20156797,6507.97867974979
56331,775803,2016,20156798,5848.84738076263
56331.1,775803,2016,20156799,4196.16322913055
56332,139780,2008,20156800,138.773264793505
56333,576675,2012,20156801,415.294528870835
56336,463659,2012,20156802,5041.58613749094
56342,542403,2014,20156803,2871.97237368339
56342.1,542403,2014,20156804,6743.18418998275
56342.2,542403,2014,20156805,219.423165566122
56343,770628,2011,20156806,255.100131968769
56344,864866,2010,20156807,1920.66489757438
56346,492270,2010,20156808,1707.63310470863
56347,378742,2014,20156809,1691.19360923743
56347.1,378742,2014,20156810,13631.0670919878
56354,568473,2010,20156811,3400.73693593021
56354.1,568473,2010,20156812,19089.6771778855
56355,783207,2013,20156813,523.916412883407
56357,248806,2014,20156814,248.559489610389
56359,53524,2017,20156815,1863.37542132843
56364,287867,2016,20156816,1651.2468896067
56370,19477,2014,20156817,3759.35128779783
56370.1,19477,2014,20156818,1751.14447326553
56373,451009,2009,20156819,3068.53870806395
56374,228730,2017,20156820,13.6559935571312
56377,496127,2016,20156821,22.4356851806127
56379,104500,2013,20156822,191.406862171584
56381,729010,2010,20156823,996.234971485695
56382,528395,2012,20156824,231.288156078762
56383,516966,2011,20156825,2221.70401910617
56384,406728,2017,20156826,4677.09298293178
56384.1,406728,2017,20156827,6551.10377757223
56386,940075,2009,20156828,19654.2207887241
56386.1,940075,2009,20156829,5842.10169987184
56387,332716,2010,20156830,3049.35465718147
56390,575245,2008,20156831,9589.79859871957
56390.1,575245,2008,20156832,38135.4506443611
56391,390583,2009,20156833,562.034068818512
56391.1,390583,2009,20156834,3858.23540103123
56394,868238,2015,20156835,878.247810009552
56396,868205,2016,20156836,377.973009285521
56396.1,868205,2016,20156837,1136.87772128248
56397,835160,2016,20156838,1406.21073918178
56398,566488,2014,20156839,1892.63235529301
56398.1,566488,2014,20156840,2469.95914082868
56399,722644,2016,20156841,170.427222911847
56400,326446,2010,20156842,1805.22727423129
56400.1,326446,2010,20156843,1554.79672436325
56400.2,326446,2010,20156844,2682.48461203824
56402,306970,2008,20156845,4089.62641121921
56404,716715,2017,20156846,309.970536942557
56406,330724,2015,20156847,4693.92074904137
56410,516622,2015,20156848,709.268053172448
56415,70524,2017,20156849,39914.4667276402
56415.1,70524,2017,20156850,18377.1504630598
56415.2,70524,2017,20156851,93402.7527048767
56415.3,70524,2017,20156852,11242.1841275084
56419,836836,2013,20156853,1375.34327266555
56420,911794,2017,20156854,4771.40769861111
56422,904477,2012,20156855,317.583105654834
56422.1,904477,2012,20156856,388.52465538564
56425,838221,2014,20156857,441.68098732325
56425.1,838221,2014,20156858,887.875592278065
56430,763967,2015,20156859,1608.11592196062
56431,568079,2016,20156860,1695.88576707244
56431.1,568079,2016,20156861,1095.40061735382
56432,625089,2014,20156862,2829.87752946904
56432.1,625089,2014,20156863,3038.13488819204
56433,425162,2008,20156864,401.542681246356
56433.1,425162,2008,20156865,3097.58108792739
56435,475533,2012,20156866,966.743916719427
56438,596561,2010,20156867,983.099841819941
56440,68498,2015,20156868,10988.9924180136
56440.1,68498,2015,20156869,9346.24569048001
56441,458570,2014,20156870,1207.88871864581
56443,702238,2014,20156871,168.32882267414
56444,999419,2015,20156872,496.407969381363
56447,472314,2009,20156873,1401.14649107919
56448,126893,2008,20156874,238.206583696157
56449,957341,2009,20156875,12.2763997276805
56450,127797,2010,20156876,32.4618427421842
56450.1,127797,2010,20156877,10309.2899662704
56452,191532,2009,20156878,4253.14928507827
56455,660330,2009,20156879,2371.25578370162
56455.1,660330,2009,20156880,1102.63825878456
56457,15567,2017,20156881,311.558014764217
56457.1,15567,2017,20156882,1304.33488885809
56458,44608,2012,20156883,4074.79200492383
56458.1,44608,2012,20156884,876.150520850309
56459,910395,2011,20156885,1165.11523766151
56461,985801,2011,20156886,821.969510484537
56466,376489,2009,20156887,492.728575410245
56467,803914,2017,20156888,5104.94120882484
56468,777524,2015,20156889,9011.56455072643
56469,135770,2008,20156890,2121.4626463538
56469.1,135770,2008,20156891,1511.78474196346
56471,72808,2008,20156892,222.883640104709
56472,567438,2011,20156893,3999.01393485235
56475,951696,2009,20156894,287.108756435775
56476,519725,2011,20156895,955.136021449564
56481,83587,2013,20156896,2374.70870309597
56484,37634,2013,20156897,913.168430273606
56485,876443,2013,20156898,869.909968555776
56486,286502,2013,20156899,4203.30279412602
56486.1,286502,2013,20156900,7669.07693530823
56488,886853,2009,20156901,422.517488969514
56489,601568,2017,20156902,18361.429302573
56489.1,601568,2017,20156903,126737.358279655
56489.2,601568,2017,20156904,14385.7663821654
56491,983608,2009,20156905,285.560346358189
56498,103059,2016,20156906,10222.8404096238
56498.1,103059,2016,20156907,6691.81554828933
56499,871092,2015,20156908,475.68214378683
56503,684326,2008,20156909,115.433361622138
56506,678080,2016,20156910,322.771332369066
56507,804441,2017,20156911,1264.99546403179
56507.1,804441,2017,20156912,2092.53334924475
56511,572166,2009,20156913,773.041393777013
56512,196237,2011,20156914,999.945059141486
56519,760164,2010,20156915,378.558932998822
56522,589337,2011,20156916,3198.07944936242
56524,971984,2008,20156917,3513.68209638573
56526,365840,2017,20156918,966.673721438801
56526.1,365840,2017,20156919,10340.1375175281
56526.2,365840,2017,20156920,1780.54517030743
56529,362683,2016,20156921,1355.7584645615
56530,392128,2016,20156922,184.131207928624
56531,37380,2008,20156923,1940.67057796141
56531.1,37380,2008,20156924,3826.50063555721
56532,291195,2012,20156925,297.314883872097
56534,198395,2011,20156926,677.006555113333
56537,633374,2015,20156927,306.154014884592
56540,140860,2013,20156928,252.367184325486
56541,747061,2016,20156929,288.41815624764
56546,840024,2012,20156930,8210.47616946756
56546.1,840024,2012,20156931,1037.6335760833
56546.2,840024,2012,20156932,6783.24837197239
56548,120709,2012,20156933,514.981708113479
56549,501756,2016,20156934,401.718319013855
56550,772450,2012,20156935,1196.92539202778
56552,178146,2011,20156936,745.136967202297
56558,478040,2016,20156937,192.959801483645
56561,387454,2016,20156938,5698.93431583437
56562,352518,2011,20156939,499.000272840009
56562.1,352518,2011,20156940,426.190323529327
56563,523327,2016,20156941,150.238250229236
56564,919938,2012,20156942,1553.25957521946
56568,534808,2011,20156943,244.540736641975
56570,552022,2015,20156944,490.991626965076
56574,47857,2010,20156945,976.882392540889
56578,366173,2010,20156946,273.930956716008
56579,754880,2008,20156947,1391.25293608262
56580,194459,2009,20156948,373.294711813256
56582,845755,2008,20156949,1317.49432035252
56598,886184,2017,20156950,6147.0951261883
56598.1,886184,2017,20156951,318.089289874685
56600,200139,2015,20156952,20339.5054264198
56600.1,200139,2015,20156953,16948.1663695239
56600.2,200139,2015,20156954,20700.4300453066
56600.3,200139,2015,20156955,2365.68887163487
56602,874171,2016,20156956,2127.9579896704
56602.1,874171,2016,20156957,4277.31676652799
56602.2,874171,2016,20156958,11063.61945997
56603,374017,2016,20156959,38.7141508349995
56604,153519,2013,20156960,488.121767474002
56605,873046,2012,20156961,2030.19569793312
56610,453864,2008,20156962,17239.4165613024
56610.1,453864,2008,20156963,5101.87421512449
